Protein.uniprotID	Protein.proID
Q6DBN5	PR_Q6DBN5
P48609	PR_P48609
Q8R455	PR_Q8R455
O74557	PR_O74557
Q9UTI6	PR_Q9UTI6
Q5BKP2	PR_Q5BKP2
O35397	PR_O35397
P53438	PR_P53438
Q9FNX8	PR_Q9FNX8
Q9NPB6	PR_Q9NPB6
Q9UQB8	PR_Q9UQB8
P31937	PR_P31937
Q1LUC1	PR_Q1LUC1
Q9SFC4	PR_Q9SFC4
Q6PI48	PR_Q6PI48
Q86VQ3	PR_Q86VQ3
O46197	PR_O46197
Q8GWF4	PR_Q8GWF4
P68206	PR_P68206
O74465	PR_O74465
P48560	PR_P48560
Q9Z0G7	PR_Q9Z0G7
P42777	PR_P42777
P63166	PR_P63166
Q9S7L2	PR_Q9S7L2
P54311	PR_P54311
Q6UXD1	PR_Q6UXD1
P55112	PR_P55112
Q9EXU9	PR_Q9EXU9
P12843	PR_P12843
O60113	PR_O60113
Q80ZC8	PR_Q80ZC8
Q9LVS9	PR_Q9LVS9
P43118	PR_P43118
Q1PF50	PR_Q1PF50
F4I8X6	PR_F4I8X6
Q63796	PR_Q63796
Q6SJR1	PR_Q6SJR1
P39732	PR_P39732
Q70EK9	PR_Q70EK9
Q9BWN1	PR_Q9BWN1
P45465	PR_P45465
P38292	PR_P38292
Q5ZKJ5	PR_Q5ZKJ5
Q6PZ02	PR_Q6PZ02
O18689	PR_O18689
P08382	PR_P08382
Q9P2K3	PR_Q9P2K3
P49335	PR_P49335
Q9VSK8	PR_Q9VSK8
Q9BXN6	PR_Q9BXN6
Q2V325	PR_Q2V325
Q9LS47	PR_Q9LS47
O75964	PR_O75964
Q59PR3	PR_Q59PR3
Q91WM1	PR_Q91WM1
P41843	PR_P41843
Q9NZ45	PR_Q9NZ45
Q6NP60	PR_Q6NP60
Q9VTE0	PR_Q9VTE0
Q9LJU0	PR_Q9LJU0
P38261	PR_P38261
Q9Y117	PR_Q9Y117
Q75JS8	PR_Q75JS8
Q86P48	PR_Q86P48
P62784	PR_P62784
Q13683	PR_Q13683
P31751	PR_P31751
Q54HB2	PR_Q54HB2
Q9Y3L5	PR_Q9Y3L5
P20264	PR_P20264
P99024	PR_P99024
O62220	PR_O62220
Q13564	PR_Q13564
Q9D4V6	PR_Q9D4V6
O60739	PR_O60739
Q6NUP7	PR_Q6NUP7
Q62314	PR_Q62314
Q9H756	PR_Q9H756
Q9D6J4	PR_Q9D6J4
Q54Q96	PR_Q54Q96
Q9LHJ9	PR_Q9LHJ9
Q8NF64	PR_Q8NF64
Q9XIK5	PR_Q9XIK5
Q1LU99	PR_Q1LU99
O74772	PR_O74772
Q54RY6	PR_Q54RY6
Q8BPX9	PR_Q8BPX9
P49062	PR_P49062
Q8NCL4	PR_Q8NCL4
Q920A7	PR_Q920A7
Q66H76	PR_Q66H76
Q86H65	PR_Q86H65
O22918	PR_O22918
Q55BF5	PR_Q55BF5
Q8H1B3	PR_Q8H1B3
B5DFN3	PR_B5DFN3
P70397	PR_P70397
O13670	PR_O13670
G3V7R4	PR_G3V7R4
Q9V345	PR_Q9V345
O01352	PR_O01352
Q54U71	PR_Q54U71
Q5XIA2	PR_Q5XIA2
Q8W4F3	PR_Q8W4F3
P34576	PR_P34576
Q64695	PR_Q64695
P40548	PR_P40548
Q5DU56	PR_Q5DU56
Q46797	PR_Q46797
P14046	PR_P14046
P53176	PR_P53176
P75801	PR_P75801
Q9SFD8	PR_Q9SFD8
P08268	PR_P08268
Q9JI10	PR_Q9JI10
P35005	PR_P35005
Q8IWV1	PR_Q8IWV1
Q66K89	PR_Q66K89
Q9ZPW7	PR_Q9ZPW7
Q8BGX7	PR_Q8BGX7
O14609	PR_O14609
P52119	PR_P52119
Q9ES40	PR_Q9ES40
Q8R1X6	PR_Q8R1X6
A2BFC9	PR_A2BFC9
O22827	PR_O22827
P01994	PR_P01994
P47030	PR_P47030
Q8BX51	PR_Q8BX51
P23441	PR_P23441
Q19545	PR_Q19545
Q5K2P8	PR_Q5K2P8
Q9UUB0	PR_Q9UUB0
Q80SU7	PR_Q80SU7
P17443	PR_P17443
Q8CJ12	PR_Q8CJ12
B9A0M5	PR_B9A0M5
Q9VHF2	PR_Q9VHF2
Q9FGF8	PR_Q9FGF8
Q54FQ2	PR_Q54FQ2
P54964	PR_P54964
Q8IV35	PR_Q8IV35
Q08II6	PR_Q08II6
B0BNG2	PR_B0BNG2
Q05901	PR_Q05901
Q5ADL8	PR_Q5ADL8
Q8K443	PR_Q8K443
Q46939	PR_Q46939
Q9GZU0	PR_Q9GZU0
P58239	PR_P58239
Q8H1R3	PR_Q8H1R3
Q3UHJ0	PR_Q3UHJ0
P0DH98	PR_P0DH98
O44498	PR_O44498
Q6PI73	PR_Q6PI73
P10909	PR_P10909
P42082	PR_P42082
O94301	PR_O94301
A1A5P5	PR_A1A5P5
Q5RGE5	PR_Q5RGE5
Q56Y52	PR_Q56Y52
Q09860	PR_Q09860
P01615	PR_P01615
P04989	PR_P04989
Q86UK7	PR_Q86UK7
P23528	PR_P23528
P24095	PR_P24095
Q7K3L1	PR_Q7K3L1
P82663	PR_P82663
P40896	PR_P40896
P38361	PR_P38361
P0C0T4	PR_P0C0T4
O08557	PR_O08557
P29465	PR_P29465
Q8LAS7	PR_Q8LAS7
P38229	PR_P38229
Q9HD26	PR_Q9HD26
P38129	PR_P38129
E9PUQ8	PR_E9PUQ8
Q2TGI5	PR_Q2TGI5
P97399	PR_P97399
B0UYT5	PR_B0UYT5
Q9D081	PR_Q9D081
Q8R4U9	PR_Q8R4U9
Q5RKI1	PR_Q5RKI1
Q5SPC5	PR_Q5SPC5
Q765I0	PR_Q765I0
Q3URE1	PR_Q3URE1
B4F7A1	PR_B4F7A1
Q16670	PR_Q16670
P0ABK5	PR_P0ABK5
P0AFI0	PR_P0AFI0
Q9VEP1	PR_Q9VEP1
Q810Y8	PR_Q810Y8
Q9XZ06	PR_Q9XZ06
F4K487	PR_F4K487
F1NWG5	PR_F1NWG5
Q7Z5A8	PR_Q7Z5A8
Q9Z272	PR_Q9Z272
Q804S5	PR_Q804S5
P32793	PR_P32793
Q9XI60	PR_Q9XI60
P36151	PR_P36151
Q80VY2	PR_Q80VY2
Q8N0X2	PR_Q8N0X2
Q95TS5	PR_Q95TS5
P29595	PR_P29595
Q9UH73	PR_Q9UH73
P37840	PR_P37840
Q6AXT1	PR_Q6AXT1
Q5E915	PR_Q5E915
Q54YR4	PR_Q54YR4
O17528	PR_O17528
P38813	PR_P38813
Q8NIQ1	PR_Q8NIQ1
Q63190	PR_Q63190
Q54J42	PR_Q54J42
A6QIG7	PR_A6QIG7
Q5BJH2	PR_Q5BJH2
Q15744	PR_Q15744
Q9WUP7	PR_Q9WUP7
F1QVE4	PR_F1QVE4
Q99X26	PR_Q99X26
Q9CQP8	PR_Q9CQP8
Q54R56	PR_Q54R56
Q20123	PR_Q20123
P76552	PR_P76552
Q9ZVD0	PR_Q9ZVD0
P41894	PR_P41894
Q98TA4	PR_Q98TA4
Q9LJY7	PR_Q9LJY7
Q2V4F0	PR_Q2V4F0
P62495	PR_P62495
P48145	PR_P48145
Q9Y251	PR_Q9Y251
Q9GZN4	PR_Q9GZN4
Q81J35	PR_Q81J35
Q9FF53	PR_Q9FF53
Q54DT1	PR_Q54DT1
G5EE18	PR_G5EE18
P62320	PR_P62320
Q8WZ69	PR_Q8WZ69
O30876	PR_O30876
Q9P6P8	PR_Q9P6P8
Q9Y225	PR_Q9Y225
P02879	PR_P02879
Q9SCT2	PR_Q9SCT2
Q6MG56	PR_Q6MG56
O65375	PR_O65375
C0HJX3	PR_C0HJX3
Q680I0	PR_Q680I0
Q91ZV2	PR_Q91ZV2
Q9LXS0	PR_Q9LXS0
Q87KX3	PR_Q87KX3
Q9VUM0	PR_Q9VUM0
Q9VK34	PR_Q9VK34
Q9BV57	PR_Q9BV57
Q7ZYZ6	PR_Q7ZYZ6
Q54SF7	PR_Q54SF7
P46670	PR_P46670
Q61351	PR_Q61351
Q23116	PR_Q23116
P17035	PR_P17035
P27867	PR_P27867
P46962	PR_P46962
P0DN87	PR_P0DN87
A8MX76	PR_A8MX76
P69506	PR_P69506
Q9JHI5	PR_Q9JHI5
Q9P777	PR_Q9P777
Q9FH05	PR_Q9FH05
Q9FKT5	PR_Q9FKT5
O60182	PR_O60182
P17026	PR_P17026
Q9FML6	PR_Q9FML6
Q9FJD2	PR_Q9FJD2
Q5XF33	PR_Q5XF33
E9PVB5	PR_E9PVB5
Q9R099	PR_Q9R099
Q5TAA0	PR_Q5TAA0
P96583	PR_P96583
Q4AEG6	PR_Q4AEG6
Q8R138	PR_Q8R138
Q9Z0E6	PR_Q9Z0E6
A3KNN3	PR_A3KNN3
O14249	PR_O14249
Q8H116	PR_Q8H116
Q55DU1	PR_Q55DU1
Q8WWQ2	PR_Q8WWQ2
A7DTF0	PR_A7DTF0
P37340	PR_P37340
Q94AF0	PR_Q94AF0
Q8L649	PR_Q8L649
B3DFW5	PR_B3DFW5
O08581	PR_O08581
Q63ZW2	PR_Q63ZW2
P11938	PR_P11938
Q9VQ29	PR_Q9VQ29
P0ABJ3	PR_P0ABJ3
Q5RK33	PR_Q5RK33
Q9M9G6	PR_Q9M9G6
Q62377	PR_Q62377
Q8K386	PR_Q8K386
O35878	PR_O35878
Q8GX47	PR_Q8GX47
Q8NGC9	PR_Q8NGC9
Q63528	PR_Q63528
Q96VH4	PR_Q96VH4
P53894	PR_P53894
Q5BJM8	PR_Q5BJM8
Q8VE85	PR_Q8VE85
Q8NGN3	PR_Q8NGN3
Q9SZG3	PR_Q9SZG3
Q2G0D9	PR_Q2G0D9
O70491	PR_O70491
Q9BSU1	PR_Q9BSU1
Q9JJC6	PR_Q9JJC6
Q9Z2I4	PR_Q9Z2I4
Q6PAC4	PR_Q6PAC4
Q8CIF4	PR_Q8CIF4
Q9VSZ6	PR_Q9VSZ6
P25366	PR_P25366
Q96DR4	PR_Q96DR4
Q12218	PR_Q12218
Q689Z5	PR_Q689Z5
Q9FLX8	PR_Q9FLX8
Q9QZ57	PR_Q9QZ57
P25441	PR_P25441
Q22768	PR_Q22768
Q10104	PR_Q10104
Q54I54	PR_Q54I54
Q96EP5	PR_Q96EP5
Q8TAF8	PR_Q8TAF8
Q19427	PR_Q19427
C7IVR4	PR_C7IVR4
Q61419	PR_Q61419
P53238	PR_P53238
F4HVM3	PR_F4HVM3
P38710	PR_P38710
Q9NSA1	PR_Q9NSA1
P19956	PR_P19956
Q941L2	PR_Q941L2
Q8VDH1	PR_Q8VDH1
Q9SI53	PR_Q9SI53
E9PZ19	PR_E9PZ19
Q9SD71	PR_Q9SD71
Q9P0I2	PR_Q9P0I2
Q54PK9	PR_Q54PK9
Q6UWY5	PR_Q6UWY5
Q54VE0	PR_Q54VE0
Q9JIC3	PR_Q9JIC3
Q04635	PR_Q04635
Q98SH3	PR_Q98SH3
P36012	PR_P36012
Q5G1S8	PR_Q5G1S8
P39212	PR_P39212
A6NFH5	PR_A6NFH5
P78795	PR_P78795
O64411	PR_O64411
Q12816	PR_Q12816
Q86TI2	PR_Q86TI2
Q9VUF8	PR_Q9VUF8
Q08179	PR_Q08179
Q8GYF7	PR_Q8GYF7
E1BRE2	PR_E1BRE2
Q6ZWV7	PR_Q6ZWV7
O43897	PR_O43897
Q9FMK7	PR_Q9FMK7
P24161	PR_P24161
P97789	PR_P97789
Q9JJR2	PR_Q9JJR2
Q5ZMH6	PR_Q5ZMH6
A0A0G2JUG7	PR_A0A0G2JUG7
Q2G214	PR_Q2G214
P91550	PR_P91550
Q58HT7	PR_Q58HT7
P29691	PR_P29691
P00875	PR_P00875
Q8NKC1	PR_Q8NKC1
Q8BG16	PR_Q8BG16
P17937	PR_P17937
Q9ZTA1	PR_Q9ZTA1
O46108	PR_O46108
Q8N5D6	PR_Q8N5D6
Q91XQ0	PR_Q91XQ0
Q5SVR0	PR_Q5SVR0
Q8CJC7	PR_Q8CJC7
P16685	PR_P16685
Q5ZJD8	PR_Q5ZJD8
Q9ZUL5	PR_Q9ZUL5
P15367	PR_P15367
Q9P2K8	PR_Q9P2K8
Q9D7E3	PR_Q9D7E3
P46934	PR_P46934
P53250	PR_P53250
P05013	PR_P05013
P30825	PR_P30825
Q96T55	PR_Q96T55
Q9NS84	PR_Q9NS84
Q9VJK8	PR_Q9VJK8
Q8RXM6	PR_Q8RXM6
Q9Z2B1	PR_Q9Z2B1
Q90773	PR_Q90773
P34673	PR_P34673
P43069	PR_P43069
Q54J86	PR_Q54J86
Q9Y324	PR_Q9Y324
Q09675	PR_Q09675
P0C6H6	PR_P0C6H6
P69277	PR_P69277
Q9ENZ3	PR_Q9ENZ3
Q4KM37	PR_Q4KM37
O80939	PR_O80939
Q9LJX1	PR_Q9LJX1
Q8WY54	PR_Q8WY54
Q9CVD2	PR_Q9CVD2
Q64726	PR_Q64726
O14259	PR_O14259
P00156	PR_P00156
Q9JKU6	PR_Q9JKU6
Q8N8M0	PR_Q8N8M0
Q9NQ38	PR_Q9NQ38
Q9LSQ3	PR_Q9LSQ3
P92974	PR_P92974
Q24337	PR_Q24337
A0A384DVA0	PR_A0A384DVA0
P0CJ66	PR_P0CJ66
Q9FJK3	PR_Q9FJK3
Q60I26	PR_Q60I26
Q15035	PR_Q15035
Q54BH8	PR_Q54BH8
A0A1B0GXF2	PR_A0A1B0GXF2
Q9VMV6	PR_Q9VMV6
Q54JQ2	PR_Q54JQ2
Q8WXD9	PR_Q8WXD9
P56767	PR_P56767
P08637	PR_P08637
Q2EES9	PR_Q2EES9
P75995	PR_P75995
P04710	PR_P04710
O88324	PR_O88324
Q9UJX5	PR_Q9UJX5
Q54PQ8	PR_Q54PQ8
Q7SZE3	PR_Q7SZE3
Q61781	PR_Q61781
Q5GFD5	PR_Q5GFD5
Q5NCY3	PR_Q5NCY3
Q9W133	PR_Q9W133
Q95QW0	PR_Q95QW0
Q9D2C6	PR_Q9D2C6
Q8R124	PR_Q8R124
P0C054	PR_P0C054
Q9Z0G0	PR_Q9Z0G0
Q80WR1	PR_Q80WR1
P13173	PR_P13173
Q4LFA9	PR_Q4LFA9
Q2FXC7	PR_Q2FXC7
Q9D428	PR_Q9D428
Q67Z93	PR_Q67Z93
Q9ZR14	PR_Q9ZR14
Q58T08	PR_Q58T08
P31269	PR_P31269
Q86WK9	PR_Q86WK9
Q9VQB7	PR_Q9VQB7
Q9JKF6	PR_Q9JKF6
Q6JIY5	PR_Q6JIY5
P18445	PR_P18445
Q9V3Y2	PR_Q9V3Y2
Q8S8K6	PR_Q8S8K6
Q55E32	PR_Q55E32
O42393	PR_O42393
Q9SA02	PR_Q9SA02
Q9SKK2	PR_Q9SKK2
O64650	PR_O64650
P60370	PR_P60370
Q949M9	PR_Q949M9
A0A286YEY9	PR_A0A286YEY9
Q8GWJ4	PR_Q8GWJ4
A9LLI8	PR_A9LLI8
Q9ZWA2	PR_Q9ZWA2
Q9HCE3	PR_Q9HCE3
Q54I83	PR_Q54I83
P77539	PR_P77539
Q2G283	PR_Q2G283
Q556Y2	PR_Q556Y2
Q12009	PR_Q12009
Q6AYS6	PR_Q6AYS6
Q9D1X9	PR_Q9D1X9
Q54GY6	PR_Q54GY6
Q5BJR8	PR_Q5BJR8
A5I2T7	PR_A5I2T7
Q56YP2	PR_Q56YP2
Q9CZX7	PR_Q9CZX7
Q9NYT6	PR_Q9NYT6
Q9ZNQ7	PR_Q9ZNQ7
Q6P0A8	PR_Q6P0A8
Q8CGC7	PR_Q8CGC7
Q75JW3	PR_Q75JW3
Q69ZB0	PR_Q69ZB0
P39265	PR_P39265
P61601	PR_P61601
Q9VQM2	PR_Q9VQM2
Q46845	PR_Q46845
Q20910	PR_Q20910
Q54ST4	PR_Q54ST4
Q65Z15	PR_Q65Z15
Q5TBB1	PR_Q5TBB1
Q02410	PR_Q02410
P43251	PR_P43251
Q5ZMK5	PR_Q5ZMK5
Q810A1	PR_Q810A1
Q4QQV1	PR_Q4QQV1
Q5DU57	PR_Q5DU57
Q8GWT4	PR_Q8GWT4
Q9V771	PR_Q9V771
Q923X1	PR_Q923X1
Q59KC4	PR_Q59KC4
P43345	PR_P43345
Q9TYU9	PR_Q9TYU9
Q7TSQ8	PR_Q7TSQ8
Q9W720	PR_Q9W720
Q2WG80	PR_Q2WG80
P51817	PR_P51817
Q2KHM9	PR_Q2KHM9
Q9UQG0	PR_Q9UQG0
Q9Y5T5	PR_Q9Y5T5
O43278	PR_O43278
Q6AY13	PR_Q6AY13
Q9ERM3	PR_Q9ERM3
P18886	PR_P18886
Q93789	PR_Q93789
Q5ZMT6	PR_Q5ZMT6
P24555	PR_P24555
P26261	PR_P26261
O13370	PR_O13370
Q99MX1	PR_Q99MX1
P54728	PR_P54728
P48435	PR_P48435
Q8K5B1	PR_Q8K5B1
Q561R8	PR_Q561R8
Q149G0	PR_Q149G0
Q9EP64	PR_Q9EP64
P51589	PR_P51589
P00488	PR_P00488
Q58A44	PR_Q58A44
Q9P000	PR_Q9P000
Q5ZJI9	PR_Q5ZJI9
Q8C0X8	PR_Q8C0X8
P60643	PR_P60643
Q3U3C9	PR_Q3U3C9
Q9EQG5	PR_Q9EQG5
Q9EST3	PR_Q9EST3
Q5A3K2	PR_Q5A3K2
O70351	PR_O70351
Q09891	PR_Q09891
A5I738	PR_A5I738
Q0VAK6	PR_Q0VAK6
P59923	PR_P59923
O74886	PR_O74886
Q6P5H6	PR_Q6P5H6
Q54QE8	PR_Q54QE8
Q96P88	PR_Q96P88
Q923W1	PR_Q923W1
Q05926	PR_Q05926
Q5VYV7	PR_Q5VYV7
Q8IYX3	PR_Q8IYX3
Q5T6X4	PR_Q5T6X4
P0DN85	PR_P0DN85
P38330	PR_P38330
Q8N6Q8	PR_Q8N6Q8
Q803N9	PR_Q803N9
Q20826	PR_Q20826
P15105	PR_P15105
Q9LT89	PR_Q9LT89
P24268	PR_P24268
Q6ZPS2	PR_Q6ZPS2
P0C6I0	PR_P0C6I0
P62191	PR_P62191
P62090	PR_P62090
Q5AJD2	PR_Q5AJD2
P20095	PR_P20095
A0A0A6YYK6	PR_A0A0A6YYK6
P97364	PR_P97364
Q13625	PR_Q13625
Q8WVJ2	PR_Q8WVJ2
Q9P7B5	PR_Q9P7B5
Q84X43	PR_Q84X43
A6NMK7	PR_A6NMK7
Q8K444	PR_Q8K444
Q9ZQ91	PR_Q9ZQ91
Q9LSF5	PR_Q9LSF5
Q9NRQ5	PR_Q9NRQ5
Q8NGQ6	PR_Q8NGQ6
Q9UDX5	PR_Q9UDX5
Q55GH9	PR_Q55GH9
Q8BZ20	PR_Q8BZ20
Q54YG5	PR_Q54YG5
P11831	PR_P11831
P12394	PR_P12394
P43082	PR_P43082
Q19191	PR_Q19191
Q59LY1	PR_Q59LY1
Q9UBU2	PR_Q9UBU2
A0A1B0GTU2	PR_A0A1B0GTU2
P48731	PR_P48731
O94549	PR_O94549
P0ACN2	PR_P0ACN2
P25102	PR_P25102
P34471	PR_P34471
A3QMC8	PR_A3QMC8
O75596	PR_O75596
Q5AKU5	PR_Q5AKU5
P24135	PR_P24135
Q1JPL7	PR_Q1JPL7
A4IGH2	PR_A4IGH2
P16982	PR_P16982
Q9Y2H8	PR_Q9Y2H8
Q6GMI9	PR_Q6GMI9
Q9CX25	PR_Q9CX25
Q24568	PR_Q24568
A5I7L7	PR_A5I7L7
Q93ZI4	PR_Q93ZI4
Q6PEH4	PR_Q6PEH4
Q9VHV1	PR_Q9VHV1
P38181	PR_P38181
Q08227	PR_Q08227
Q9P4W7	PR_Q9P4W7
P35980	PR_P35980
Q9XIE3	PR_Q9XIE3
P75915	PR_P75915
Q20NN8	PR_Q20NN8
Q8IV36	PR_Q8IV36
O70172	PR_O70172
P38335	PR_P38335
A2CJ06	PR_A2CJ06
B0CJI6	PR_B0CJI6
A5I526	PR_A5I526
Q67171	PR_Q67171
Q503L1	PR_Q503L1
Q03560	PR_Q03560
Q9C966	PR_Q9C966
Q9SM27	PR_Q9SM27
Q9VZI2	PR_Q9VZI2
C0RFF1	PR_C0RFF1
Q9BXR5	PR_Q9BXR5
Q06493	PR_Q06493
Q9VR59	PR_Q9VR59
Q99K51	PR_Q99K51
Q59W52	PR_Q59W52
Q9VIT2	PR_Q9VIT2
Q08048	PR_Q08048
Q8CFE3	PR_Q8CFE3
P10903	PR_P10903
A8C8W4	PR_A8C8W4
O02241	PR_O02241
O65440	PR_O65440
P11881	PR_P11881
Q9D084	PR_Q9D084
P39207	PR_P39207
Q7M3K2	PR_Q7M3K2
Q5A849	PR_Q5A849
P25071	PR_P25071
Q9BVK2	PR_Q9BVK2
Q6NWB6	PR_Q6NWB6
Q5AC37	PR_Q5AC37
Q8BS45	PR_Q8BS45
P16320	PR_P16320
Q9H7D7	PR_Q9H7D7
Q24246	PR_Q24246
Q20NV9	PR_Q20NV9
O89046	PR_O89046
Q96K75	PR_Q96K75
Q5U2R0	PR_Q5U2R0
Q9CQE8	PR_Q9CQE8
Q8TCY0	PR_Q8TCY0
O01975	PR_O01975
B3GNI6	PR_B3GNI6
Q7Z6J8	PR_Q7Z6J8
Q5VXU3	PR_Q5VXU3
Q92331	PR_Q92331
Q63704	PR_Q63704
Q9LZ98	PR_Q9LZ98
P01326	PR_P01326
P87060	PR_P87060
Q14554	PR_Q14554
Q9BSG1	PR_Q9BSG1
P21470	PR_P21470
Q96NL1	PR_Q96NL1
Q9LUV1	PR_Q9LUV1
P86091	PR_P86091
P40065	PR_P40065
F1LVW7	PR_F1LVW7
P51023	PR_P51023
P0CB62	PR_P0CB62
P13839	PR_P13839
P24255	PR_P24255
P22728	PR_P22728
Q5FVF1	PR_Q5FVF1
Q3YPZ1	PR_Q3YPZ1
Q9V468	PR_Q9V468
P0C696	PR_P0C696
P08660	PR_P08660
Q96I45	PR_Q96I45
Q6SP97	PR_Q6SP97
A9WWU1	PR_A9WWU1
B2RD01	PR_B2RD01
Q9Y6E0	PR_Q9Y6E0
Q4ZUG4	PR_Q4ZUG4
Q59XB0	PR_Q59XB0
P40199	PR_P40199
P33135	PR_P33135
P86547	PR_P86547
Q9FLS9	PR_Q9FLS9
Q8IXX5	PR_Q8IXX5
Q7T310	PR_Q7T310
O49623	PR_O49623
O76413	PR_O76413
F8RT80	PR_F8RT80
P22978	PR_P22978
Q5AQ33	PR_Q5AQ33
Q8IA44	PR_Q8IA44
O13761	PR_O13761
Q9JLI8	PR_Q9JLI8
A9M5C4	PR_A9M5C4
Q8NGU9	PR_Q8NGU9
Q9VKM6	PR_Q9VKM6
Q9FXH1	PR_Q9FXH1
Q8BR37	PR_Q8BR37
Q90694	PR_Q90694
Q91XF0	PR_Q91XF0
P41735	PR_P41735
Q1MTQ0	PR_Q1MTQ0
Q59WF4	PR_Q59WF4
Q07892	PR_Q07892
P0A8R0	PR_P0A8R0
Q9T0K5	PR_Q9T0K5
Q6E213	PR_Q6E213
Q9C707	PR_Q9C707
Q11186	PR_Q11186
P40037	PR_P40037
Q22397	PR_Q22397
F4J8V5	PR_F4J8V5
Q969L2	PR_Q969L2
A6NC57	PR_A6NC57
Q09341	PR_Q09341
Q8BYM5	PR_Q8BYM5
Q8VZ96	PR_Q8VZ96
P82979	PR_P82979
Q7ZZ25	PR_Q7ZZ25
Q3UN02	PR_Q3UN02
A1L1R5	PR_A1L1R5
Q9Y580	PR_Q9Y580
P36092	PR_P36092
Q5SUC9	PR_Q5SUC9
Q3U3V8	PR_Q3U3V8
P28476	PR_P28476
Q9GZZ0	PR_Q9GZZ0
Q9VCI3	PR_Q9VCI3
Q5RKZ7	PR_Q5RKZ7
P11553	PR_P11553
Q6AZ83	PR_Q6AZ83
P11169	PR_P11169
P05177	PR_P05177
P0CI26	PR_P0CI26
Q95XX0	PR_Q95XX0
Q9H819	PR_Q9H819
P59271	PR_P59271
P54100	PR_P54100
Q9JIZ9	PR_Q9JIZ9
P29401	PR_P29401
Q8R4S0	PR_Q8R4S0
Q54J58	PR_Q54J58
Q9QZM6	PR_Q9QZM6
P38903	PR_P38903
P58069	PR_P58069
P02466	PR_P02466
Q9Z2G8	PR_Q9Z2G8
Q9LXN3	PR_Q9LXN3
Q5VTM2	PR_Q5VTM2
Q9NZY2	PR_Q9NZY2
A2BGP7	PR_A2BGP7
Q9CA56	PR_Q9CA56
P60716	PR_P60716
Q8BL97	PR_Q8BL97
Q9D9S3	PR_Q9D9S3
Q09263	PR_Q09263
Q8N9W4	PR_Q8N9W4
P10114	PR_P10114
O09800	PR_O09800
Q8VHS5	PR_Q8VHS5
Q2PBB8	PR_Q2PBB8
Q9FN79	PR_Q9FN79
Q9FH95	PR_Q9FH95
Q8CFB4	PR_Q8CFB4
Q8VIF7	PR_Q8VIF7
F4HWF9	PR_F4HWF9
O23337	PR_O23337
P38298	PR_P38298
O64948	PR_O64948
Q9U2M7	PR_Q9U2M7
Q60605	PR_Q60605
Q43191	PR_Q43191
Q8BVN8	PR_Q8BVN8
B1H228	PR_B1H228
Q53FE4	PR_Q53FE4
P04080	PR_P04080
O94913	PR_O94913
A6QES8	PR_A6QES8
Q8WVH0	PR_Q8WVH0
C9JI98	PR_C9JI98
Q9VV98	PR_Q9VV98
F4J339	PR_F4J339
B9EK06	PR_B9EK06
Q9USP5	PR_Q9USP5
O95157	PR_O95157
B0R1D5	PR_B0R1D5
Q9VU95	PR_Q9VU95
Q8IYX0	PR_Q8IYX0
Q8TA86	PR_Q8TA86
Q9P0K1	PR_Q9P0K1
P33908	PR_P33908
Q9QY78	PR_Q9QY78
Q5NCH9	PR_Q5NCH9
P46737	PR_P46737
P17629	PR_P17629
Q9P0G3	PR_Q9P0G3
P53741	PR_P53741
Q54LZ8	PR_Q54LZ8
P31069	PR_P31069
Q91XU3	PR_Q91XU3
A1JS31	PR_A1JS31
P36148	PR_P36148
A0KR00	PR_A0KR00
Q61584	PR_Q61584
O48652	PR_O48652
P53692	PR_P53692
Q3TDE8	PR_Q3TDE8
Q9Y7X9	PR_Q9Y7X9
B9DFX7	PR_B9DFX7
P0ACR7	PR_P0ACR7
Q9SUA6	PR_Q9SUA6
P33448	PR_P33448
O60281	PR_O60281
P33610	PR_P33610
Q30KQ1	PR_Q30KQ1
Q18237	PR_Q18237
Q7ZVA6	PR_Q7ZVA6
Q9LRB5	PR_Q9LRB5
Q2YLX5	PR_Q2YLX5
Q8CH72	PR_Q8CH72
Q8CEI1	PR_Q8CEI1
Q14586	PR_Q14586
Q7ZVZ6	PR_Q7ZVZ6
Q5VT99	PR_Q5VT99
Q9VYV3	PR_Q9VYV3
Q7Z465	PR_Q7Z465
Q8YHH3	PR_Q8YHH3
Q9HCM4	PR_Q9HCM4
O04318	PR_O04318
Q6MG88	PR_Q6MG88
O14273	PR_O14273
Q12505	PR_Q12505
Q54JV8	PR_Q54JV8
O74485	PR_O74485
Q04844	PR_Q04844
Q3L254	PR_Q3L254
Q9P287	PR_Q9P287
Q9M0U8	PR_Q9M0U8
P51419	PR_P51419
A5I421	PR_A5I421
Q7RTX9	PR_Q7RTX9
Q5GIT4	PR_Q5GIT4
Q8N4U5	PR_Q8N4U5
P02650	PR_P02650
O14056	PR_O14056
Q8NH80	PR_Q8NH80
Q5QD51	PR_Q5QD51
P10109	PR_P10109
P22570	PR_P22570
Q9DD20	PR_Q9DD20
Q9A1V6	PR_Q9A1V6
A8VU90	PR_A8VU90
Q9LVE0	PR_Q9LVE0
Q7T3E4	PR_Q7T3E4
Q9LZ41	PR_Q9LZ41
Q6DBU1	PR_Q6DBU1
Q6PHL4	PR_Q6PHL4
Q9SIA8	PR_Q9SIA8
Q6PBY1	PR_Q6PBY1
P62340	PR_P62340
B0UYF2	PR_B0UYF2
O88704	PR_O88704
Q8VYR2	PR_Q8VYR2
