Protein.uniprotID	Protein.proID
Q920Q6	PR_Q920Q6
O94341	PR_O94341
P15281	PR_P15281
Q59QL0	PR_Q59QL0
O04023	PR_O04023
P40573	PR_P40573
O74776	PR_O74776
Q9QXU9	PR_Q9QXU9
O94586	PR_O94586
P31442	PR_P31442
O35714	PR_O35714
Q12904	PR_Q12904
Q9VSC1	PR_Q9VSC1
O74426	PR_O74426
Q9MBH1	PR_Q9MBH1
Q2PWT8	PR_Q2PWT8
Q8L7G4	PR_Q8L7G4
Q9LHQ6	PR_Q9LHQ6
O00590	PR_O00590
O23215	PR_O23215
P54290	PR_P54290
P46581	PR_P46581
P77285	PR_P77285
P0C6H9	PR_P0C6H9
P53062	PR_P53062
P09013	PR_P09013
P08425	PR_P08425
Q15397	PR_Q15397
P75783	PR_P75783
Q9UUJ0	PR_Q9UUJ0
Q8BPB5	PR_Q8BPB5
Q9UNS2	PR_Q9UNS2
A2A995	PR_A2A995
Q8WQG9	PR_Q8WQG9
Q9U616	PR_Q9U616
O80608	PR_O80608
P07032	PR_P07032
Q90XD2	PR_Q90XD2
F1RCP1	PR_F1RCP1
Q54N97	PR_Q54N97
Q62288	PR_Q62288
Q2G0S8	PR_Q2G0S8
Q9LHA7	PR_Q9LHA7
Q7Z6I6	PR_Q7Z6I6
Q5ZJ60	PR_Q5ZJ60
A5VPP4	PR_A5VPP4
Q9P2K9	PR_Q9P2K9
Q9JHS2	PR_Q9JHS2
O94661	PR_O94661
Q9Y810	PR_Q9Y810
Q9LYT7	PR_Q9LYT7
P13383	PR_P13383
P13668	PR_P13668
B0K004	PR_B0K004
Q6UPR8	PR_Q6UPR8
P0C698	PR_P0C698
A6NHG9	PR_A6NHG9
Q15311	PR_Q15311
Q5ZKD4	PR_Q5ZKD4
Q9UUC2	PR_Q9UUC2
Q8TBM8	PR_Q8TBM8
Q9MAT2	PR_Q9MAT2
A0A075B6X5	PR_A0A075B6X5
P32255	PR_P32255
Q54R79	PR_Q54R79
P17036	PR_P17036
Q9XF89	PR_Q9XF89
O54928	PR_O54928
Q9SAB0	PR_Q9SAB0
P23249	PR_P23249
P15032	PR_P15032
Q10208	PR_Q10208
O88685	PR_O88685
Q01518	PR_Q01518
Q19532	PR_Q19532
Q2V2P9	PR_Q2V2P9
P0AEG8	PR_P0AEG8
Q3TIR3	PR_Q3TIR3
A5I302	PR_A5I302
Q6X9E4	PR_Q6X9E4
Q14679	PR_Q14679
Q8BK62	PR_Q8BK62
O55033	PR_O55033
P02790	PR_P02790
Q4W4Y0	PR_Q4W4Y0
Q55BP8	PR_Q55BP8
Q2V476	PR_Q2V476
Q62GK7	PR_Q62GK7
Q8IWV2	PR_Q8IWV2
Q9SSG5	PR_Q9SSG5
Q5ZLK5	PR_Q5ZLK5
C6Y4D4	PR_C6Y4D4
Q09836	PR_Q09836
Q8RXC8	PR_Q8RXC8
Q54V07	PR_Q54V07
Q5Q0B3	PR_Q5Q0B3
Q9WUA5	PR_Q9WUA5
Q9DG25	PR_Q9DG25
Q9LDT0	PR_Q9LDT0
Q9FHE8	PR_Q9FHE8
Q5T4B2	PR_Q5T4B2
Q9BXV9	PR_Q9BXV9
Q8VI95	PR_Q8VI95
E5FYH1	PR_E5FYH1
Q7TNF9	PR_Q7TNF9
Q7WY66	PR_Q7WY66
Q63YW4	PR_Q63YW4
P18598	PR_P18598
P49908	PR_P49908
Q5XIW8	PR_Q5XIW8
P0A9P6	PR_P0A9P6
Q96HF1	PR_Q96HF1
A1L4K1	PR_A1L4K1
Q9T0K0	PR_Q9T0K0
Q5XX13	PR_Q5XX13
Q3TIU4	PR_Q3TIU4
A8TX70	PR_A8TX70
P30619	PR_P30619
Q9NQC3	PR_Q9NQC3
P38929	PR_P38929
Q8WYP3	PR_Q8WYP3
Q99JF8	PR_Q99JF8
P62914	PR_P62914
Q8BXZ1	PR_Q8BXZ1
A2BGL3	PR_A2BGL3
Q99MS8	PR_Q99MS8
Q08689	PR_Q08689
Q5GAN4	PR_Q5GAN4
Q921J2	PR_Q921J2
Q6P689	PR_Q6P689
Q3U6U5	PR_Q3U6U5
A6NJL1	PR_A6NJL1
Q8LAH8	PR_Q8LAH8
P27929	PR_P27929
Q34312	PR_Q34312
P11588	PR_P11588
Q1PEX3	PR_Q1PEX3
P0A2V4	PR_P0A2V4
P41847	PR_P41847
Q9Y2H2	PR_Q9Y2H2
Q9JI70	PR_Q9JI70
Q8IUD6	PR_Q8IUD6
A5D8S8	PR_A5D8S8
Q8N129	PR_Q8N129
O75038	PR_O75038
Q20546	PR_Q20546
Q54HX6	PR_Q54HX6
Q5TAT6	PR_Q5TAT6
O23115	PR_O23115
Q5ZJ02	PR_Q5ZJ02
Q9Z1Q2	PR_Q9Z1Q2
P11350	PR_P11350
Q9FWS6	PR_Q9FWS6
Q9SHC8	PR_Q9SHC8
P19835	PR_P19835
P08911	PR_P08911
O75526	PR_O75526
Q8L5Z4	PR_Q8L5Z4
Q58FK9	PR_Q58FK9
Q7Z570	PR_Q7Z570
Q7Z460	PR_Q7Z460
Q9UQR1	PR_Q9UQR1
O49482	PR_O49482
Q809X8	PR_Q809X8
P12970	PR_P12970
Q96CB9	PR_Q96CB9
Q77ZL4	PR_Q77ZL4
Q13938	PR_Q13938
Q504E7	PR_Q504E7
Q6HE93	PR_Q6HE93
Q54W11	PR_Q54W11
D3ZAG1	PR_D3ZAG1
P40071	PR_P40071
Q8LC03	PR_Q8LC03
Q09857	PR_Q09857
P51830	PR_P51830
Q9JJB1	PR_Q9JJB1
O54983	PR_O54983
Q2FXJ5	PR_Q2FXJ5
Q9CPU0	PR_Q9CPU0
Q5PNZ7	PR_Q5PNZ7
Q9NTJ3	PR_Q9NTJ3
Q6S993	PR_Q6S993
O80931	PR_O80931
Q5PRC0	PR_Q5PRC0
P40226	PR_P40226
Q7YZT6	PR_Q7YZT6
Q8IZD4	PR_Q8IZD4
O00244	PR_O00244
A6PWV3	PR_A6PWV3
Q9GPM2	PR_Q9GPM2
Q60519	PR_Q60519
Q91VM4	PR_Q91VM4
Q9M9G7	PR_Q9M9G7
Q9FZ95	PR_Q9FZ95
F1R4Y7	PR_F1R4Y7
Q9W7M8	PR_Q9W7M8
Q21902	PR_Q21902
Q61979	PR_Q61979
Q0WPK3	PR_Q0WPK3
Q9UBL0	PR_Q9UBL0
P68907	PR_P68907
Q9Y672	PR_Q9Y672
Q21541	PR_Q21541
O00472	PR_O00472
Q03213	PR_Q03213
Q6AY80	PR_Q6AY80
Q9UH99	PR_Q9UH99
Q09647	PR_Q09647
C0HLN0	PR_C0HLN0
P13373	PR_P13373
Q8TF01	PR_Q8TF01
Q3U1J0	PR_Q3U1J0
Q9GZV8	PR_Q9GZV8
P41954	PR_P41954
Q59KJ7	PR_Q59KJ7
P95820	PR_P95820
Q8NGJ6	PR_Q8NGJ6
Q5ZMC9	PR_Q5ZMC9
Q94BN0	PR_Q94BN0
P9WHD9	PR_P9WHD9
P68183	PR_P68183
Q8N2R8	PR_Q8N2R8
P25427	PR_P25427
Q5ZL95	PR_Q5ZL95
O64640	PR_O64640
Q6AY04	PR_Q6AY04
Q54SI1	PR_Q54SI1
Q9VP61	PR_Q9VP61
Q9UKB5	PR_Q9UKB5
P39368	PR_P39368
P11586	PR_P11586
Q9NYG2	PR_Q9NYG2
P34400	PR_P34400
Q8VY64	PR_Q8VY64
O13972	PR_O13972
Q8TDW5	PR_Q8TDW5
Q20932	PR_Q20932
Q8N3F0	PR_Q8N3F0
Q8S8I4	PR_Q8S8I4
Q9VLM5	PR_Q9VLM5
Q9BZW2	PR_Q9BZW2
Q43316	PR_Q43316
P62807	PR_P62807
P35228	PR_P35228
Q63362	PR_Q63362
Q5ZMS6	PR_Q5ZMS6
Q53RE8	PR_Q53RE8
Q9FN07	PR_Q9FN07
Q8VGI5	PR_Q8VGI5
P77375	PR_P77375
Q8K1P7	PR_Q8K1P7
Q9DAF8	PR_Q9DAF8
Q6P121	PR_Q6P121
Q6TH01	PR_Q6TH01
Q9M2I5	PR_Q9M2I5
Q0WVM4	PR_Q0WVM4
Q0WR66	PR_Q0WR66
Q8GWJ6	PR_Q8GWJ6
Q8H151	PR_Q8H151
Q9LJX5	PR_Q9LJX5
G5E8B9	PR_G5E8B9
Q55GR4	PR_Q55GR4
P01808	PR_P01808
P56450	PR_P56450
P55809	PR_P55809
Q9MBG5	PR_Q9MBG5
D3ZVP0	PR_D3ZVP0
Q13239	PR_Q13239
Q9NYV7	PR_Q9NYV7
Q8TEL6	PR_Q8TEL6
Q6AXP3	PR_Q6AXP3
P33937	PR_P33937
Q5T2D3	PR_Q5T2D3
Q9FE65	PR_Q9FE65
Q9VF87	PR_Q9VF87
P34268	PR_P34268
A9X4U2	PR_A9X4U2
Q60749	PR_Q60749
Q5ZK33	PR_Q5ZK33
O77081	PR_O77081
Q9FPS2	PR_Q9FPS2
P34947	PR_P34947
Q9SZ20	PR_Q9SZ20
Q6DG30	PR_Q6DG30
P20156	PR_P20156
Q5VST6	PR_Q5VST6
Q920L5	PR_Q920L5
Q8TEY7	PR_Q8TEY7
Q4V8J4	PR_Q4V8J4
Q9UTH1	PR_Q9UTH1
Q96Q06	PR_Q96Q06
P07872	PR_P07872
A5HYL0	PR_A5HYL0
P01860	PR_P01860
Q5SQS7	PR_Q5SQS7
P80162	PR_P80162
Q9USU9	PR_Q9USU9
Q46855	PR_Q46855
P46414	PR_P46414
P35637	PR_P35637
Q7TQ84	PR_Q7TQ84
Q2G2D0	PR_Q2G2D0
Q91VN0	PR_Q91VN0
Q9VAM9	PR_Q9VAM9
Q463W9	PR_Q463W9
Q9C951	PR_Q9C951
Q700W2	PR_Q700W2
Q8IZS5	PR_Q8IZS5
Q9FKF4	PR_Q9FKF4
Q28998	PR_Q28998
Q10935	PR_Q10935
O18141	PR_O18141
Q99LU8	PR_Q99LU8
Q07424	PR_Q07424
Q09912	PR_Q09912
P33346	PR_P33346
Q38937	PR_Q38937
P31040	PR_P31040
P38207	PR_P38207
A5HYC6	PR_A5HYC6
Q59U11	PR_Q59U11
P63073	PR_P63073
P38691	PR_P38691
P09411	PR_P09411
P0CG42	PR_P0CG42
Q9VIW3	PR_Q9VIW3
Q62311	PR_Q62311
Q6QLR1	PR_Q6QLR1
Q22006	PR_Q22006
P28028	PR_P28028
Q9ES90	PR_Q9ES90
Q99LH9	PR_Q99LH9
Q55BM4	PR_Q55BM4
Q86HN7	PR_Q86HN7
P10067	PR_P10067
P39408	PR_P39408
Q9LE42	PR_Q9LE42
Q08CH3	PR_Q08CH3
Q7L576	PR_Q7L576
P66533	PR_P66533
Q9ZPQ3	PR_Q9ZPQ3
Q9ZVQ9	PR_Q9ZVQ9
P53281	PR_P53281
Q42384	PR_Q42384
Q96M43	PR_Q96M43
P81615	PR_P81615
O60826	PR_O60826
O94030	PR_O94030
D3ZHT5	PR_D3ZHT5
Q9FHX8	PR_Q9FHX8
Q504H8	PR_Q504H8
P22760	PR_P22760
A2RSQ0	PR_A2RSQ0
Q03769	PR_Q03769
Q9BZL4	PR_Q9BZL4
Q9LFG1	PR_Q9LFG1
A5HY31	PR_A5HY31
P23267	PR_P23267
P18292	PR_P18292
P0C1U6	PR_P0C1U6
A2RRU3	PR_A2RRU3
Q65Z91	PR_Q65Z91
Q9BQS7	PR_Q9BQS7
A5I323	PR_A5I323
Q9VPC0	PR_Q9VPC0
Q8R1W8	PR_Q8R1W8
P13995	PR_P13995
Q3SY46	PR_Q3SY46
Q8IVF5	PR_Q8IVF5
Q55GD6	PR_Q55GD6
P0A6F1	PR_P0A6F1
Q99LS3	PR_Q99LS3
Q9D172	PR_Q9D172
Q62967	PR_Q62967
Q21276	PR_Q21276
P15088	PR_P15088
P76541	PR_P76541
Q9IDV8	PR_Q9IDV8
O44514	PR_O44514
P0DJW2	PR_P0DJW2
Q9ZVK6	PR_Q9ZVK6
P21918	PR_P21918
Q2YY76	PR_Q2YY76
Q9FPH0	PR_Q9FPH0
Q6PBQ2	PR_Q6PBQ2
P79739	PR_P79739
Q03572	PR_Q03572
Q812A5	PR_Q812A5
Q7KRW1	PR_Q7KRW1
Q16698	PR_Q16698
P0C512	PR_P0C512
Q9QXM1	PR_Q9QXM1
O74526	PR_O74526
Q54HW1	PR_Q54HW1
Q03148	PR_Q03148
P49765	PR_P49765
Q03607	PR_Q03607
Q54VV5	PR_Q54VV5
Q9P6N3	PR_Q9P6N3
Q84VW9	PR_Q84VW9
Q9C9M0	PR_Q9C9M0
Q55EF0	PR_Q55EF0
Q6IE32	PR_Q6IE32
Q6IV72	PR_Q6IV72
P50438	PR_P50438
Q22125	PR_Q22125
P0CY08	PR_P0CY08
Q68FE9	PR_Q68FE9
Q54C94	PR_Q54C94
O14079	PR_O14079
P31321	PR_P31321
O35902	PR_O35902
Q556Z0	PR_Q556Z0
Q9JJ50	PR_Q9JJ50
Q8NGV5	PR_Q8NGV5
Q9SSB8	PR_Q9SSB8
Q54KV0	PR_Q54KV0
Q54CT8	PR_Q54CT8
Q06885	PR_Q06885
Q03306	PR_Q03306
Q5RJN7	PR_Q5RJN7
Q9QXS4	PR_Q9QXS4
Q9Y5V0	PR_Q9Y5V0
P31463	PR_P31463
Q9Y7P2	PR_Q9Y7P2
P32248	PR_P32248
Q9Y6H3	PR_Q9Y6H3
Q5FW53	PR_Q5FW53
Q9FY71	PR_Q9FY71
Q9USG6	PR_Q9USG6
P63244	PR_P63244
P37953	PR_P37953
P26129	PR_P26129
Q9C7W7	PR_Q9C7W7
Q10168	PR_Q10168
Q0H8D7	PR_Q0H8D7
O15514	PR_O15514
Q9P7S6	PR_Q9P7S6
P52633	PR_P52633
P34665	PR_P34665
O14893	PR_O14893
Q63065	PR_Q63065
Q562A2	PR_Q562A2
O42958	PR_O42958
P16460	PR_P16460
P61023	PR_P61023
Q8G418	PR_Q8G418
Q54UW0	PR_Q54UW0
Q6TH22	PR_Q6TH22
Q54DW2	PR_Q54DW2
A7IQW5	PR_A7IQW5
P40885	PR_P40885
Q8N7S2	PR_Q8N7S2
Q9Z2U2	PR_Q9Z2U2
Q9ZQ95	PR_Q9ZQ95
Q9HAW0	PR_Q9HAW0
G5E861	PR_G5E861
Q9P266	PR_Q9P266
B3DGJ2	PR_B3DGJ2
A2CE77	PR_A2CE77
Q9YGT4	PR_Q9YGT4
Q09541	PR_Q09541
Q9QXY2	PR_Q9QXY2
Q94B55	PR_Q94B55
Q9FGR7	PR_Q9FGR7
Q86T20	PR_Q86T20
Q47157	PR_Q47157
P13584	PR_P13584
Q9M1A8	PR_Q9M1A8
P36620	PR_P36620
Q9VWB9	PR_Q9VWB9
P0A8L5	PR_P0A8L5
Q6ZP82	PR_Q6ZP82
Q95RW8	PR_Q95RW8
P46671	PR_P46671
P32754	PR_P32754
P28630	PR_P28630
P30641	PR_P30641
Q6UB98	PR_Q6UB98
P9WPV1	PR_P9WPV1
P04051	PR_P04051
Q9QXK7	PR_Q9QXK7
P34909	PR_P34909
Q84L31	PR_Q84L31
Q9Y3Z3	PR_Q9Y3Z3
Q9T051	PR_Q9T051
Q5XIX8	PR_Q5XIX8
Q3V016	PR_Q3V016
Q5ZEP9	PR_Q5ZEP9
Q5R3F8	PR_Q5R3F8
Q9FLI4	PR_Q9FLI4
Q92376	PR_Q92376
Q9NWQ8	PR_Q9NWQ8
P11075	PR_P11075
P53041	PR_P53041
G3V8N0	PR_G3V8N0
Q8WVJ9	PR_Q8WVJ9
Q6AYJ1	PR_Q6AYJ1
P45954	PR_P45954
Q07071	PR_Q07071
P62751	PR_P62751
Q9VB31	PR_Q9VB31
Q9FK54	PR_Q9FK54
Q5ADL0	PR_Q5ADL0
Q18235	PR_Q18235
Q8YFS2	PR_Q8YFS2
Q60952	PR_Q60952
Q2FZ50	PR_Q2FZ50
Q8BG17	PR_Q8BG17
A5I7K4	PR_A5I7K4
P12931	PR_P12931
Q6QI89	PR_Q6QI89
P0AEE8	PR_P0AEE8
Q55GC2	PR_Q55GC2
Q54GN2	PR_Q54GN2
Q6PCN7	PR_Q6PCN7
Q9CA54	PR_Q9CA54
Q8VEJ3	PR_Q8VEJ3
P70210	PR_P70210
P0CG01	PR_P0CG01
Q6P3K7	PR_Q6P3K7
Q96327	PR_Q96327
Q91YP6	PR_Q91YP6
Q9SRX7	PR_Q9SRX7
Q9SR07	PR_Q9SR07
Q10283	PR_Q10283
Q54W16	PR_Q54W16
Q01855	PR_Q01855
Q9C788	PR_Q9C788
P38248	PR_P38248
Q6NQ88	PR_Q6NQ88
Q01642	PR_Q01642
P53784	PR_P53784
Q1LVN1	PR_Q1LVN1
P27645	PR_P27645
P40857	PR_P40857
P39221	PR_P39221
Q2YPF3	PR_Q2YPF3
P38620	PR_P38620
Q9CQ60	PR_Q9CQ60
Q4G3H4	PR_Q4G3H4
Q62736	PR_Q62736
A0A0A0MT94	PR_A0A0A0MT94
Q9BQ90	PR_Q9BQ90
Q8RX67	PR_Q8RX67
O75185	PR_O75185
Q5U220	PR_Q5U220
Q8N6F7	PR_Q8N6F7
P0C2W7	PR_P0C2W7
Q8GW43	PR_Q8GW43
P32074	PR_P32074
O15127	PR_O15127
Q9SRN0	PR_Q9SRN0
O95969	PR_O95969
Q6ZPD9	PR_Q6ZPD9
O04019	PR_O04019
Q9LSY8	PR_Q9LSY8
Q9JJ06	PR_Q9JJ06
P28562	PR_P28562
Q803C3	PR_Q803C3
Q9M8T7	PR_Q9M8T7
O08912	PR_O08912
Q9HA38	PR_Q9HA38
Q20432	PR_Q20432
Q9NRY5	PR_Q9NRY5
Q8NGC3	PR_Q8NGC3
O65569	PR_O65569
Q9H7M6	PR_Q9H7M6
A0A385XJE6	PR_A0A385XJE6
Q8IWZ6	PR_Q8IWZ6
Q6DID5	PR_Q6DID5
Q5VTL7	PR_Q5VTL7
Q9VR81	PR_Q9VR81
Q9C942	PR_Q9C942
P12426	PR_P12426
Q64261	PR_Q64261
Q9D920	PR_Q9D920
P22768	PR_P22768
P38324	PR_P38324
Q04838	PR_Q04838
Q54IT1	PR_Q54IT1
Q54J19	PR_Q54J19
O14908	PR_O14908
O65717	PR_O65717
Q6ZNW5	PR_Q6ZNW5
Q12119	PR_Q12119
Q811H0	PR_Q811H0
Q66H47	PR_Q66H47
Q9VHH9	PR_Q9VHH9
A1JU66	PR_A1JU66
P49573	PR_P49573
O22941	PR_O22941
P26583	PR_P26583
P55789	PR_P55789
P53231	PR_P53231
Q9LMH0	PR_Q9LMH0
P01048	PR_P01048
Q9VFC2	PR_Q9VFC2
P34564	PR_P34564
Q60989	PR_Q60989
Q553L4	PR_Q553L4
P22438	PR_P22438
Q5YLM1	PR_Q5YLM1
Q8H166	PR_Q8H166
Q9Y2Q5	PR_Q9Y2Q5
P68255	PR_P68255
D6MZJ6	PR_D6MZJ6
Q03655	PR_Q03655
Q9C9Y4	PR_Q9C9Y4
Q7KWN2	PR_Q7KWN2
P59233	PR_P59233
Q9ZR03	PR_Q9ZR03
Q8BZ98	PR_Q8BZ98
Q66H38	PR_Q66H38
Q9C5D6	PR_Q9C5D6
P38152	PR_P38152
Q8JZQ2	PR_Q8JZQ2
Q9XZ56	PR_Q9XZ56
Q9D1C1	PR_Q9D1C1
Q8CIX8	PR_Q8CIX8
Q99PP7	PR_Q99PP7
Q62625	PR_Q62625
P61364	PR_P61364
P40961	PR_P40961
Q42599	PR_Q42599
Q9DB54	PR_Q9DB54
P39338	PR_P39338
P97710	PR_P97710
P34706	PR_P34706
Q86W74	PR_Q86W74
Q96HW7	PR_Q96HW7
Q66IB8	PR_Q66IB8
O75223	PR_O75223
Q7SZK7	PR_Q7SZK7
Q1ZXN8	PR_Q1ZXN8
P54265	PR_P54265
Q9LH52	PR_Q9LH52
Q147X3	PR_Q147X3
Q93841	PR_Q93841
A2IDD5	PR_A2IDD5
Q29PU2	PR_Q29PU2
Q9EQQ4	PR_Q9EQQ4
Q9SRS5	PR_Q9SRS5
P28078	PR_P28078
F4I107	PR_F4I107
P55228	PR_P55228
Q1ZXA9	PR_Q1ZXA9
Q54VI6	PR_Q54VI6
A0A087X179	PR_A0A087X179
P55014	PR_P55014
Q68FU0	PR_Q68FU0
Q9ESU6	PR_Q9ESU6
P27005	PR_P27005
O94506	PR_O94506
Q8IUC4	PR_Q8IUC4
P04388	PR_P04388
Q99369	PR_Q99369
P47209	PR_P47209
Q5RG82	PR_Q5RG82
Q9UI40	PR_Q9UI40
P04661	PR_P04661
O00505	PR_O00505
Q4KM47	PR_Q4KM47
Q921A2	PR_Q921A2
Q54KM1	PR_Q54KM1
Q5ZIV1	PR_Q5ZIV1
Q6V9Y8	PR_Q6V9Y8
Q10062	PR_Q10062
O08556	PR_O08556
Q9LEQ7	PR_Q9LEQ7
P24864	PR_P24864
Q10030	PR_Q10030
Q16778	PR_Q16778
P49950	PR_P49950
P25161	PR_P25161
P62890	PR_P62890
Q96EQ0	PR_Q96EQ0
Q55D99	PR_Q55D99
P41942	PR_P41942
G2TRK5	PR_G2TRK5
A0A0A0MT89	PR_A0A0A0MT89
O14158	PR_O14158
A0A1P8B760	PR_A0A1P8B760
Q6VUC0	PR_Q6VUC0
Q794H2	PR_Q794H2
P83293	PR_P83293
Q9Y1A7	PR_Q9Y1A7
B0JZP3	PR_B0JZP3
P65292	PR_P65292
Q96PM9	PR_Q96PM9
P53618	PR_P53618
Q4G0N8	PR_Q4G0N8
Q9H2K0	PR_Q9H2K0
Q8VBU2	PR_Q8VBU2
Q9LEA3	PR_Q9LEA3
Q9D6K7	PR_Q9D6K7
Q16650	PR_Q16650
Q54FQ1	PR_Q54FQ1
Q9FHH8	PR_Q9FHH8
P42866	PR_P42866
Q5XIS9	PR_Q5XIS9
P27352	PR_P27352
P36542	PR_P36542
P01019	PR_P01019
Q8LDF9	PR_Q8LDF9
Q9XWF4	PR_Q9XWF4
Q59ST1	PR_Q59ST1
P24062	PR_P24062
Q10131	PR_Q10131
Q5SZD1	PR_Q5SZD1
Q3U6B2	PR_Q3U6B2
P32776	PR_P32776
Q8K400	PR_Q8K400
Q5JRV8	PR_Q5JRV8
P34538	PR_P34538
Q869C3	PR_Q869C3
Q24JP5	PR_Q24JP5
Q5U2R1	PR_Q5U2R1
Q91V76	PR_Q91V76
Q54LH5	PR_Q54LH5
Q9BXI6	PR_Q9BXI6
Q6P6E6	PR_Q6P6E6
Q16281	PR_Q16281
Q9C550	PR_Q9C550
Q8S9L5	PR_Q8S9L5
P49753	PR_P49753
Q8BG79	PR_Q8BG79
P45550	PR_P45550
P47136	PR_P47136
Q8BSI6	PR_Q8BSI6
C0A1C9	PR_C0A1C9
Q8VC12	PR_Q8VC12
P00331	PR_P00331
Q18936	PR_Q18936
Q9P7Z9	PR_Q9P7Z9
Q9ZPW2	PR_Q9ZPW2
P63095	PR_P63095
Q7KT91	PR_Q7KT91
Q497K7	PR_Q497K7
Q9CY21	PR_Q9CY21
Q9SSE8	PR_Q9SSE8
Q8C1B7	PR_Q8C1B7
A6BLY7	PR_A6BLY7
Q7TSU1	PR_Q7TSU1
Q06787	PR_Q06787
P26687	PR_P26687
Q8BMF3	PR_Q8BMF3
Q22265	PR_Q22265
Q06520	PR_Q06520
Q9ULH4	PR_Q9ULH4
Q9ES64	PR_Q9ES64
P23204	PR_P23204
Q9NP77	PR_Q9NP77
Q6AY30	PR_Q6AY30
P0CW19	PR_P0CW19
C7G046	PR_C7G046
Q7T1H5	PR_Q7T1H5
Q6ZUF6	PR_Q6ZUF6
Q6PAC3	PR_Q6PAC3
Q55CJ3	PR_Q55CJ3
Q6PBL0	PR_Q6PBL0
Q27488	PR_Q27488
Q96HR3	PR_Q96HR3
Q2FWP0	PR_Q2FWP0
P97592	PR_P97592
P33349	PR_P33349
Q6NZK8	PR_Q6NZK8
Q67181	PR_Q67181
Q9M2P7	PR_Q9M2P7
O22829	PR_O22829
Q9Z1P2	PR_Q9Z1P2
Q8BTS4	PR_Q8BTS4
Q3B8Q1	PR_Q3B8Q1
P36929	PR_P36929
Q2FW52	PR_Q2FW52
Q9NX77	PR_Q9NX77
Q60837	PR_Q60837
O74520	PR_O74520
Q54RA4	PR_Q54RA4
P08269	PR_P08269
F4K2G3	PR_F4K2G3
Q8CDW1	PR_Q8CDW1
Q8CCH2	PR_Q8CCH2
Q8IYS2	PR_Q8IYS2
Q96M93	PR_Q96M93
P0C7M7	PR_P0C7M7
P15656	PR_P15656
P56762	PR_P56762
Q9FIH2	PR_Q9FIH2
Q61666	PR_Q61666
F1M3J4	PR_F1M3J4
Q96H15	PR_Q96H15
Q9LSV0	PR_Q9LSV0
P23824	PR_P23824
O35460	PR_O35460
Q9SSK1	PR_Q9SSK1
Q8BNJ6	PR_Q8BNJ6
Q8MKN0	PR_Q8MKN0
Q9UJW3	PR_Q9UJW3
Q11107	PR_Q11107
Q9Z2F5	PR_Q9Z2F5
P03986	PR_P03986
Q86SJ6	PR_Q86SJ6
Q9FN48	PR_Q9FN48
B5BP47	PR_B5BP47
Q9A1W7	PR_Q9A1W7
Q07505	PR_Q07505
Q3SY17	PR_Q3SY17
Q9JLQ2	PR_Q9JLQ2
Q15628	PR_Q15628
P91253	PR_P91253
P87051	PR_P87051
Q7T3I0	PR_Q7T3I0
E1C656	PR_E1C656
Q869W1	PR_Q869W1
Q54L43	PR_Q54L43
Q9Y2S2	PR_Q9Y2S2
Q9SIV2	PR_Q9SIV2
Q8LGE9	PR_Q8LGE9
P44369	PR_P44369
Q54UG8	PR_Q54UG8
Q15257	PR_Q15257
Q922B9	PR_Q922B9
P50465	PR_P50465
Q8GWW8	PR_Q8GWW8
Q9Y2W1	PR_Q9Y2W1
Q8NHG8	PR_Q8NHG8
P41138	PR_P41138
Q5XID8	PR_Q5XID8
O43364	PR_O43364
O62138	PR_O62138
C0RFF2	PR_C0RFF2
Q9W352	PR_Q9W352
P53327	PR_P53327
A2RRD8	PR_A2RRD8
A5I4M4	PR_A5I4M4
Q502X0	PR_Q502X0
P20606	PR_P20606
P0C079	PR_P0C079
Q9NX78	PR_Q9NX78
Q8BFY6	PR_Q8BFY6
O65472	PR_O65472
A5I4V0	PR_A5I4V0
Q9SW80	PR_Q9SW80
Q9FK15	PR_Q9FK15
Q9SUC9	PR_Q9SUC9
Q20942	PR_Q20942
Q2M5E4	PR_Q2M5E4
Q42182	PR_Q42182
P40957	PR_P40957
A1JRC1	PR_A1JRC1
A3CK76	PR_A3CK76
P25610	PR_P25610
Q8R2M2	PR_Q8R2M2
Q20818	PR_Q20818
Q9LM20	PR_Q9LM20
Q9M644	PR_Q9M644
Q8RXL8	PR_Q8RXL8
Q8N4M1	PR_Q8N4M1
Q6ZPR6	PR_Q6ZPR6
P03355	PR_P03355
A2ARJ3	PR_A2ARJ3
P0AAW5	PR_P0AAW5
Q7K1V5	PR_Q7K1V5
Q8S9D1	PR_Q8S9D1
Q2V2V3	PR_Q2V2V3
Q9XI74	PR_Q9XI74
Q9M1B9	PR_Q9M1B9
Q9C0U6	PR_Q9C0U6
Q80W90	PR_Q80W90
P0AC73	PR_P0AC73
O08970	PR_O08970
Q9UNX3	PR_Q9UNX3
Q4G0A6	PR_Q4G0A6
Q8L4X4	PR_Q8L4X4
O15131	PR_O15131
Q7L3V2	PR_Q7L3V2
A1A4S6	PR_A1A4S6
Q6PEV3	PR_Q6PEV3
Q39067	PR_Q39067
Q09388	PR_Q09388
Q5MY95	PR_Q5MY95
Q8IZL9	PR_Q8IZL9
Q13428	PR_Q13428
P71298	PR_P71298
Q9SGN7	PR_Q9SGN7
Q12124	PR_Q12124
Q8LBI1	PR_Q8LBI1
Q9CX83	PR_Q9CX83
Q9XEC8	PR_Q9XEC8
Q9N4I0	PR_Q9N4I0
Q54DN6	PR_Q54DN6
Q8NGR4	PR_Q8NGR4
